person_age,loan_amnt,loan_percent_income,cb_person_cred_hist_length
-0.9907819390231607,4.033317433335313,3.9279656086348753,-0.7211488280914871
-1.184247832146561,-1.360932479310806,-0.660138158169468,-1.0271984053812464
-0.4103842596529598,-0.6469876379311728,3.740696067132657,-0.7211488280914871
-0.7973160458997605,4.033317433335313,3.3661569841282213,-1.0271984053812464
-0.6038501527763601,4.033317433335313,3.5534265256304396,-0.4150992508017277
-1.184247832146561,-1.122950865517595,0.7443834030971679,-1.0271984053812464
-0.21691836652955956,4.033317433335313,2.6170788181193494,-0.7211488280914871
-0.6038501527763601,4.033317433335313,2.5234440473682405,-0.4150992508017277
-0.6038501527763601,4.033317433335313,2.3361745058660217,-1.0271984053812464
-1.184247832146561,-1.2657398337935215,-0.09832953366281359,-0.7211488280914871
-0.9907819390231607,4.033317433335313,2.242539735114913,-0.4150992508017277
-1.184247832146561,-0.8056420471266468,2.6170788181193494,-1.0271984053812464
-0.7973160458997605,4.033317433335313,1.8680006521104766,-1.0271984053812464
-0.21691836652955956,4.033317433335313,1.3998267983549313,-0.4150992508017277
-0.7973160458997605,4.033317433335313,1.212557256852713,-0.4150992508017277
-0.7973160458997605,3.240045387357942,-1.0346772411739042,-0.7211488280914871
-0.7973160458997605,4.033317433335313,1.1189224861016038,-0.4150992508017277
-0.7973160458997605,4.033317433335313,1.3998267983549313,-0.4150992508017277
-0.7973160458997605,4.033317433335313,1.3061920276038221,-0.4150992508017277
-0.6038501527763601,-1.2419416724142005,-0.09832953366281359,-1.0271984053812464
-0.4103842596529598,4.033317433335313,0.4634790908438407,-0.4150992508017277
-0.4103842596529598,4.001586551496217,0.7443834030971679,-1.0271984053812464
-0.9907819390231607,3.874663024139838,3.2725222133771124,-0.4150992508017277
-0.6038501527763601,-1.281605274713069,-0.28559907516503164,-0.7211488280914871
-0.9907819390231607,3.8667303036800647,2.3361745058660217,-0.4150992508017277
-0.6038501527763601,3.7160086149443643,2.991617901123785,-0.7211488280914871
-1.184247832146561,-0.7937429664369863,2.3361745058660217,-0.7211488280914871
-0.7973160458997605,-1.2974707156326164,-0.37923384591614073,-0.7211488280914871
-0.6038501527763601,3.636681410346627,3.085252671874894,-0.7211488280914871
-1.184247832146561,-0.8849692517243838,1.6807311106082583,-1.0271984053812464
-1.184247832146561,-1.202278070115332,-0.004694762911704453,-0.7211488280914871
-0.4103842596529598,3.55735420574889,0.9316529445993862,-1.0271984053812464
-0.21691836652955956,3.4066325170131897,1.4934615691060404,-0.7211488280914871
-0.4103842596529598,2.327782534483966,-0.847407699671686,-0.7211488280914871
-0.21691836652955956,-0.28208249678158237,-1.3155815534272315,-0.4150992508017277
-1.184247832146561,-1.122950865517595,0.3698443200927316,-0.4150992508017277
-0.9907819390231607,3.240045387357942,4.302504691639312,-1.0271984053812464
-0.6038501527763601,3.240045387357942,2.804348359621567,-0.7211488280914871
-0.4103842596529598,3.240045387357942,2.148904964363804,-0.4150992508017277
-0.7973160458997605,3.240045387357942,2.3361745058660217,-0.4150992508017277
-0.21691836652955956,3.240045387357942,2.242539735114913,-1.0271984053812464
-0.6038501527763601,-1.122950865517595,0.3698443200927316,-0.7211488280914871
-0.21691836652955956,1.6535012954032013,-0.9410424704227951,-0.4150992508017277
-0.7973160458997605,2.327782534483966,-0.847407699671686,-1.0271984053812464
-0.21691836652955956,0.06695720344846058,-1.3155815534272315,-0.4150992508017277
-0.21691836652955956,2.4467733413805717,-0.847407699671686,-0.7211488280914871
-0.4103842596529598,1.336192477012253,-1.0346772411739042,-0.7211488280914871
-0.21691836652955956,3.240045387357942,1.8680006521104766,-0.7211488280914871
-0.9907819390231607,3.240045387357942,1.9616354228615858,-0.7211488280914871
-0.21691836652955956,3.240045387357942,1.5870963398571496,-0.7211488280914871
-0.6038501527763601,3.240045387357942,1.9616354228615858,-0.4150992508017277
-0.7973160458997605,3.240045387357942,1.9616354228615858,-0.7211488280914871
-0.7973160458997605,3.240045387357942,1.4934615691060404,-0.7211488280914871
-0.7973160458997605,3.240045387357942,1.3061920276038221,-1.0271984053812464
-0.4103842596529598,3.240045387357942,0.7443834030971679,-0.4150992508017277
-0.21691836652955956,0.06695720344846058,-1.2219467826761223,-0.7211488280914871
-0.21691836652955956,1.6535012954032013,-0.9410424704227951,-0.7211488280914871
-0.7973160458997605,4.033317433335313,-0.37923384591614073,-0.4150992508017277
-0.4103842596529598,3.240045387357942,0.5571138615949499,-0.4150992508017277
-0.6038501527763601,-1.2419416724142005,-0.19196430441392273,-0.7211488280914871
-1.184247832146561,3.240045387357942,0.5571138615949499,-0.4150992508017277
-0.9907819390231607,0.3842660218394087,-1.2219467826761223,-1.0271984053812464
-0.21691836652955956,0.06695720344846058,-1.2219467826761223,-0.4150992508017277
